payment_id,policy_id,billing_month,premium_due,amount_paid,payment_status
PM0007640,P00396,2024-04-01,555.67,555.67,Paid
PM0009810,P00504,2026-07-01,604.93,604.93,Paid
PM0008815,P00452,2024-11-01,196.49,196.49,Paid
PM0002796,P00139,2025-06-01,560.94,560.94,Paid
PM0008685,P00446,2024-10-01,130.98,130.98,Paid
PM0003828,P00191,2025-08-01,295.15,295.15,Paid
PM0006127,P00318,2023-02-01,212.45,212.45,Paid
PM0003647,P00183,2024-02-01,179.81,0.0,Missed
PM0005771,P00305,2023-08-01,258.23,258.23,Paid
PM0014306,P00736,2025-06-01,122.83,122.83,Paid
PM0003241,P00162,2025-01-01,283.27,283.27,Paid
PM0004774,P00250,2025-08-01,70.42,70.42,Paid
PM0006426,P00328,2024-10-01,68.94,68.94,Paid
PM0000645,P00028,2025-07-01,101.58,101.58,Paid
PM0008588,P00443,2025-08-01,112.5,112.5,Paid
PM0000803,P00037,2024-02-01,530.5,530.5,Paid
PM0009097,P00469,2025-12-01,458.43,458.43,Paid
PM0003484,P00171,2026-02-01,608.31,608.31,Paid
PM0009087,P00469,2025-02-01,458.43,458.43,Paid
PM0003752,P00186,2026-03-01,100.78,32.68,Partial
PM0011560,P00596,2026-04-01,174.96,73.34,Partial
PM0010633,P00544,2024-02-01,524.96,524.96,Paid
PM0010007,P00515,2023-07-01,87.15,87.15,Paid
PM0004121,P00211,2023-12-01,481.39,0.0,Missed
PM0004706,P00246,2026-02-01,204.0,204.0,Paid
PM0013915,P00713,2024-09-01,694.25,694.25,Paid
PM0001482,P00068,2025-10-01,397.96,397.96,Paid
PM0000210,P00013,2025-09-01,149.19,149.19,Paid
PM0011804,P00611,2026-05-01,552.64,552.64,Paid
PM0011667,P00602,2025-02-01,45.33,45.33,Paid
PM0004955,P00260,2024-06-01,743.27,743.27,Paid
PM0008228,P00427,2025-01-01,290.48,290.48,Paid
PM0002894,P00144,2023-11-01,499.74,499.74,Paid
PM0006267,P00322,2026-05-01,105.73,105.73,Paid
PM0008802,P00451,2026-07-01,195.14,195.14,Paid
PM0006750,P00344,2025-10-01,925.69,925.69,Paid
PM0004194,P00218,2025-10-01,617.01,617.01,Paid
PM0006753,P00344,2026-01-01,925.69,925.69,Paid
PM0005735,P00304,2024-01-01,134.64,134.64,Paid
PM0007762,P00402,2024-05-01,234.54,87.81,Partial
PM0001499,P00069,2024-01-01,143.01,143.01,Paid
PM0001286,P00059,2024-06-01,134.5,134.5,Paid
PM0002776,P00139,2023-10-01,560.94,560.94,Paid
PM0009932,P00511,2024-11-01,105.47,105.47,Paid
PM0003399,P00168,2024-10-01,236.69,236.69,Paid
PM0011689,P00604,2024-08-01,1040.1,1040.1,Paid
PM0011727,P00605,2025-10-01,125.98,81.75,Partial
PM0013526,P00695,2023-10-01,547.06,547.06,Paid
PM0009902,P00509,2026-04-01,191.4,191.4,Paid
PM0008587,P00443,2025-07-01,112.5,112.5,Paid
PM0002987,P00149,2024-07-01,166.92,166.92,Paid
PM0006334,P00326,2023-07-01,203.51,203.51,Paid
PM0005477,P00290,2024-05-01,564.15,564.15,Paid
PM0012446,P00639,2025-05-01,117.84,117.84,Paid
PM0008264,P00428,2025-08-01,71.98,71.98,Paid
PM0013413,P00687,2024-04-01,157.79,157.79,Paid
PM0004493,P00233,2025-10-01,70.1,70.1,Paid
PM0000933,P00043,2025-11-01,536.29,536.29,Paid
PM0007821,P00404,2025-09-01,661.28,661.28,Paid
PM0011107,P00573,2026-05-01,408.13,408.13,Paid
PM0009433,P00485,2025-09-01,288.29,288.29,Paid
PM0004460,P00232,2024-04-01,449.75,449.75,Paid
PM0011052,P00570,2026-03-01,159.96,159.96,Paid
PM0005854,P00307,2024-12-01,191.08,0.0,Missed
PM0008661,P00445,2026-04-01,778.87,778.87,Paid
PM0000752,P00034,2025-12-01,68.03,68.03,Paid
PM0011776,P00609,2024-12-01,446.21,446.21,Paid
PM0001248,P00057,2026-01-01,117.57,117.57,Paid
PM0008339,P00431,2026-05-01,51.11,51.11,Paid
PM0009821,P00506,2024-10-01,62.5,62.5,Paid
PM0012984,P00667,2025-10-01,232.57,232.57,Paid
PM0002395,P00121,2026-02-01,131.46,131.46,Paid
PM0006735,P00343,2025-09-01,97.41,0.0,Missed
PM0001085,P00049,2025-12-01,64.0,64.0,Paid
PM0003813,P00191,2024-05-01,295.15,152.21,Partial
PM0000985,P00045,2025-08-01,217.69,217.69,Paid
PM0012962,P00666,2025-11-01,72.37,72.37,Paid
PM0013973,P00716,2026-04-01,205.59,205.59,Paid
PM0005990,P00312,2026-05-01,199.07,199.07,Paid
PM0002236,P00112,2025-02-01,402.19,402.19,Paid
PM0008887,P00455,2026-03-01,485.69,485.69,Paid
PM0000494,P00024,2026-02-01,108.85,108.85,Paid
PM0011533,P00596,2024-01-01,174.96,174.96,Paid
PM0011393,P00591,2024-10-01,157.95,157.95,Paid
PM0012020,P00621,2026-07-01,181.36,122.04,Partial
PM0002308,P00116,2024-09-01,303.7,303.7,Paid
PM0014600,P00750,2026-03-01,685.98,685.98,Paid
PM0007326,P00378,2026-03-01,521.31,521.31,Paid
PM0010721,P00548,2026-04-01,679.35,679.35,Paid
PM0010251,P00527,2024-03-01,559.89,559.89,Paid
PM0008526,P00441,2025-05-01,457.6,357.82,Partial
PM0009346,P00482,2025-11-01,168.92,168.92,Paid
PM0004161,P00213,2026-07-01,587.57,587.57,Paid
PM0007964,P00413,2024-09-01,357.69,357.69,Paid
PM0004635,P00242,2026-04-01,91.92,91.92,Paid
PM0013420,P00687,2024-11-01,157.79,157.79,Paid
PM0003217,P00161,2025-11-01,357.99,357.99,Paid
PM0007269,P00374,2026-05-01,115.5,115.5,Paid
PM0004044,P00207,2026-03-01,95.37,95.37,Paid
PM0005024,P00264,2025-11-01,170.2,170.2,Paid
PM0000782,P00036,2025-05-01,543.71,543.71,Paid
PM0009423,P00485,2024-11-01,288.29,288.29,Paid
PM0010054,P00518,2024-05-01,67.39,67.39,Paid
PM0010344,P00531,2026-06-01,390.73,390.73,Paid
PM0002060,P00101,2023-01-01,1100.15,1100.15,Paid
PM0002242,P00112,2025-08-01,402.19,402.19,Paid
PM0013269,P00682,2024-11-01,511.43,511.43,Paid
PM0012094,P00625,2025-08-01,177.27,177.27,Paid
PM0001938,P00095,2025-07-01,234.38,234.38,Paid
PM0005745,P00304,2024-11-01,134.64,134.64,Paid
PM0012970,P00666,2026-07-01,72.37,72.37,Paid
PM0011789,P00611,2025-02-01,552.64,552.64,Paid
PM0007966,P00413,2024-11-01,357.69,357.69,Paid
PM0006454,P00329,2025-12-01,424.18,0.0,Missed
PM0013881,P00711,2025-06-01,203.34,203.34,Paid
PM0011403,P00591,2025-08-01,157.95,157.95,Paid
PM0003675,P00183,2026-06-01,179.81,179.81,Paid
PM0010532,P00539,2025-01-01,220.03,220.03,Paid
PM0012603,P00648,2026-03-01,161.57,161.57,Paid
PM0007706,P00399,2024-11-01,87.55,87.55,Paid
PM0011372,P00590,2025-04-01,368.18,368.18,Paid
PM0001068,P00049,2024-07-01,64.0,64.0,Paid
PM0013437,P00687,2026-04-01,157.79,157.79,Paid
PM0004859,P00255,2025-06-01,444.0,444.0,Paid
PM0000920,P00043,2024-10-01,536.29,536.29,Paid
PM0008533,P00441,2025-12-01,457.6,457.6,Paid
PM0008445,P00437,2025-09-01,250.12,250.12,Paid
PM0005847,P00306,2026-05-01,227.92,227.92,Paid
PM0007362,P00380,2025-01-01,367.3,367.3,Paid
PM0014024,P00720,2025-12-01,339.91,339.91,Paid
PM0002963,P00148,2025-03-01,62.38,62.38,Paid
PM0005904,P00309,2026-03-01,396.29,396.29,Paid
PM0009080,P00469,2024-07-01,458.43,0.0,Missed
PM0013955,P00715,2025-06-01,259.73,259.73,Paid
PM0013138,P00674,2024-09-01,176.2,176.2,Paid
PM0007582,P00391,2026-03-01,341.5,341.5,Paid
PM0011735,P00605,2026-06-01,125.98,125.98,Paid
PM0013518,P00694,2026-06-01,316.16,0.0,Missed
PM0006056,P00315,2026-04-01,113.63,113.63,Paid
PM0008444,P00437,2025-08-01,250.12,250.12,Paid
PM0000535,P00025,2026-02-01,170.93,170.93,Paid
PM0001613,P00075,2026-05-01,496.67,496.67,Paid
PM0010531,P00539,2024-12-01,220.03,220.03,Paid
PM0008625,P00444,2026-02-01,160.87,160.87,Paid
PM0001880,P00089,2026-06-01,211.65,211.65,Paid
PM0013976,P00716,2026-07-01,205.59,205.59,Paid
PM0009501,P00487,2026-06-01,378.75,378.75,Paid
PM0014509,P00747,2024-07-01,149.96,149.96,Paid
PM0002275,P00113,2025-03-01,16.19,16.19,Paid
PM0004800,P00252,2025-06-01,228.86,228.86,Paid
PM0013237,P00679,2024-01-01,445.32,445.32,Paid
PM0006507,P00334,2023-05-01,525.35,525.35,Paid
PM0000109,P00008,2024-09-01,317.11,317.11,Paid
PM0003603,P00182,2023-12-01,226.88,226.88,Paid
PM0010080,P00518,2026-07-01,67.39,0.0,Missed
PM0009539,P00489,2026-06-01,516.02,516.02,Paid
PM0008268,P00428,2025-12-01,71.98,71.98,Paid
PM0008134,P00421,2025-01-01,560.92,560.92,Paid
PM0003163,P00158,2025-08-01,516.23,516.23,Paid
PM0002217,P00109,2026-07-01,118.74,118.74,Paid
PM0007152,P00369,2025-11-01,183.55,183.55,Paid
PM0003360,P00167,2023-09-01,379.76,379.76,Paid
PM0013710,P00703,2024-10-01,218.62,218.62,Paid
PM0013445,P00688,2026-06-01,532.63,532.63,Paid
PM0014527,P00747,2026-01-01,149.96,69.39,Partial
PM0007467,P00385,2026-05-01,183.7,183.7,Paid
PM0014499,P00747,2023-09-01,149.96,149.96,Paid
PM0009726,P00501,2026-03-01,518.28,393.2,Partial
PM0003069,P00152,2026-03-01,108.42,108.42,Paid
PM0013166,P00675,2025-11-01,119.39,119.39,Paid
PM0002763,P00138,2025-11-01,75.47,75.47,Paid
PM0006129,P00318,2023-04-01,212.45,212.45,Paid
PM0006968,P00356,2025-12-01,69.02,69.02,Paid
PM0002104,P00103,2024-04-01,836.1,836.1,Paid
PM0014409,P00740,2025-08-01,758.16,758.16,Paid
PM0011823,P00613,2024-05-01,192.22,192.22,Paid
PM0013736,P00704,2025-06-01,243.78,243.78,Paid
PM0006828,P00348,2025-04-01,467.75,467.75,Paid
PM0012262,P00632,2025-08-01,213.13,213.13,Paid
PM0008388,P00435,2024-02-01,160.67,160.67,Paid
PM0006039,P00315,2024-11-01,113.63,113.63,Paid
PM0003889,P00197,2025-03-01,810.95,810.95,Paid
PM0006617,P00337,2026-06-01,119.24,119.24,Paid
PM0010822,P00552,2025-07-01,1031.65,1031.65,Paid
PM0008043,P00416,2025-06-01,127.49,127.49,Paid
PM0004861,P00255,2025-08-01,444.0,444.0,Paid
PM0006013,P00314,2025-05-01,212.52,212.52,Paid
PM0011878,P00616,2024-05-01,648.72,648.72,Paid
PM0001485,P00068,2026-01-01,397.96,397.96,Paid
PM0006271,P00323,2025-11-01,267.34,267.34,Paid
PM0004197,P00218,2026-01-01,617.01,617.01,Paid
PM0006072,P00316,2024-03-01,790.35,790.35,Paid
PM0002645,P00133,2024-01-01,144.56,144.56,Paid
PM0010160,P00522,2025-12-01,478.26,478.26,Paid
PM0013875,P00711,2024-12-01,203.34,203.34,Paid
PM0007459,P00385,2025-09-01,183.7,183.7,Paid
PM0003619,P00182,2025-04-01,226.88,226.88,Paid
PM0013132,P00674,2024-03-01,176.2,176.2,Paid
PM0003520,P00173,2024-07-01,247.69,247.69,Paid
PM0007572,P00391,2025-05-01,341.5,341.5,Paid
PM0001770,P00081,2026-01-01,316.18,316.18,Paid
PM0011030,P00570,2024-05-01,159.96,159.96,Paid
PM0006040,P00315,2024-12-01,113.63,113.63,Paid
PM0004645,P00244,2024-07-01,138.03,138.03,Paid
PM0003909,P00198,2025-12-01,269.68,269.68,Paid
PM0012407,P00638,2024-08-01,297.67,297.67,Paid
PM0000974,P00045,2024-09-01,217.69,217.69,Paid
PM0011575,P00597,2026-03-01,196.66,196.66,Paid
PM0010713,P00548,2025-08-01,679.35,679.35,Paid
PM0005263,P00275,2026-04-01,181.0,181.0,Paid
PM0010852,P00554,2026-04-01,46.23,46.23,Paid
PM0006644,P00340,2024-10-01,163.98,163.98,Paid
PM0003006,P00149,2026-02-01,166.92,166.92,Paid
PM0006044,P00315,2025-04-01,113.63,113.63,Paid
PM0007909,P00410,2025-09-01,156.23,156.23,Paid
PM0008000,P00415,2025-02-01,435.73,435.73,Paid
PM0007333,P00379,2024-04-01,273.9,273.9,Paid
PM0004549,P00236,2025-09-01,768.82,768.82,Paid
PM0011008,P00567,2026-05-01,85.61,85.61,Paid
PM0005911,P00310,2026-06-01,213.81,213.81,Paid
PM0007722,P00399,2026-03-01,87.55,87.55,Paid
PM0002602,P00132,2023-03-01,323.1,323.1,Paid
PM0008738,P00449,2025-04-01,33.62,33.62,Paid
PM0005399,P00284,2026-01-01,554.65,554.65,Paid
PM0011179,P00578,2026-04-01,315.5,315.5,Paid
PM0010962,P00563,2025-01-01,142.21,142.21,Paid
PM0010979,P00566,2025-02-01,572.96,572.96,Paid
PM0006346,P00326,2024-07-01,203.51,203.51,Paid
PM0002754,P00138,2025-02-01,75.47,75.47,Paid
PM0012593,P00647,2025-10-01,199.76,199.76,Paid
PM0003705,P00184,2025-10-01,406.16,406.16,Paid
PM0006053,P00315,2026-01-01,113.63,113.63,Paid
PM0000578,P00027,2023-03-01,65.33,65.33,Paid
PM0006858,P00350,2025-02-01,338.69,338.69,Paid
PM0012735,P00653,2026-07-01,211.59,211.59,Paid
PM0007859,P00407,2026-03-01,127.02,127.02,Paid
PM0001410,P00066,2025-11-01,343.28,343.28,Paid
PM0002297,P00114,2026-04-01,558.75,558.75,Paid
PM0002743,P00137,2026-03-01,166.98,166.98,Paid
PM0008180,P00424,2026-07-01,344.33,344.33,Paid
PM0002726,P00137,2024-10-01,166.98,166.98,Paid
PM0002319,P00116,2025-08-01,303.7,303.7,Paid
PM0011697,P00604,2025-04-01,1040.1,1040.1,Paid
PM0004850,P00255,2024-09-01,444.0,0.0,Missed
PM0012632,P00649,2026-02-01,246.64,246.64,Paid
PM0014142,P00727,2026-03-01,87.81,87.81,Paid
PM0005129,P00271,2024-08-01,286.75,286.75,Paid
PM0010914,P00562,2023-11-01,285.53,285.53,Paid
PM0009921,P00511,2023-12-01,105.47,105.47,Paid
PM0004516,P00234,2025-01-01,101.87,101.87,Paid
PM0007525,P00389,2025-07-01,270.03,270.03,Paid
PM0010395,P00533,2026-02-01,513.85,513.85,Paid
PM0008370,P00434,2025-04-01,639.88,639.88,Paid
PM0001801,P00083,2026-07-01,221.46,221.46,Paid
PM0006676,P00341,2024-03-01,207.83,207.83,Paid
PM0000022,P00003,2024-07-01,40.13,40.13,Paid
PM0006539,P00334,2026-01-01,525.35,525.35,Paid
PM0011990,P00620,2025-07-01,494.94,494.94,Paid
PM0000371,P00018,2025-07-01,131.65,131.65,Paid
PM0007902,P00410,2025-02-01,156.23,156.23,Paid
PM0011429,P00592,2025-05-01,136.15,136.15,Paid
PM0014225,P00732,2025-01-01,130.64,130.64,Paid
PM0010334,P00531,2025-08-01,390.73,390.73,Paid
PM0012010,P00621,2025-09-01,181.36,0.0,Missed
PM0004388,P00228,2025-12-01,96.21,96.21,Paid
PM0009435,P00485,2025-11-01,288.29,288.29,Paid
PM0014597,P00750,2025-12-01,685.98,685.98,Paid
PM0008251,P00428,2024-07-01,71.98,71.98,Paid
PM0010416,P00534,2026-02-01,79.64,79.64,Paid
PM0008573,P00442,2025-10-01,89.15,89.15,Paid
PM0006483,P00332,2025-02-01,122.94,122.94,Paid
PM0006795,P00346,2023-08-01,216.2,216.2,Paid
PM0014473,P00744,2023-09-01,326.31,326.31,Paid
PM0004226,P00221,2023-09-01,354.54,354.54,Paid
PM0012327,P00635,2024-02-01,102.05,102.05,Paid
PM0007306,P00378,2024-07-01,521.31,521.31,Paid
PM0008990,P00466,2023-04-01,167.02,167.02,Paid
PM0008376,P00434,2025-10-01,639.88,639.88,Paid
PM0008687,P00446,2024-12-01,130.98,130.98,Paid
PM0006486,P00332,2025-05-01,122.94,122.94,Paid
PM0009548,P00490,2025-10-01,45.05,33.74,Partial
PM0006163,P00319,2025-08-01,375.44,375.44,Paid
PM0012732,P00653,2026-04-01,211.59,211.59,Paid
PM0013327,P00684,2024-03-01,128.15,128.15,Paid
PM0010864,P00555,2026-07-01,216.39,216.39,Paid
PM0013110,P00673,2025-01-01,730.17,730.17,Paid
PM0009269,P00477,2026-01-01,708.84,708.84,Paid
PM0006430,P00328,2025-02-01,68.94,68.94,Paid
PM0005410,P00285,2024-09-01,357.44,357.44,Paid
PM0009200,P00473,2026-06-01,102.27,102.27,Paid
PM0008421,P00436,2025-01-01,410.56,410.56,Paid
PM0000465,P00022,2025-07-01,619.12,619.12,Paid
PM0007977,P00413,2025-10-01,357.69,216.74,Partial
PM0007724,P00399,2026-05-01,87.55,87.55,Paid
PM0009179,P00473,2024-09-01,102.27,102.27,Paid
PM0006033,P00315,2024-05-01,113.63,113.63,Paid
PM0011733,P00605,2026-04-01,125.98,125.98,Paid
PM0014592,P00750,2025-07-01,685.98,685.98,Paid
PM0012306,P00634,2024-07-01,347.04,347.04,Paid
PM0001484,P00068,2025-12-01,397.96,397.96,Paid
PM0003408,P00168,2025-07-01,236.69,236.69,Paid
PM0004617,P00241,2025-05-01,232.67,232.67,Paid
PM0006650,P00340,2025-04-01,163.98,163.98,Paid
PM0006601,P00337,2025-02-01,119.24,119.24,Paid
PM0014566,P00749,2025-11-01,243.11,243.11,Paid
PM0005200,P00274,2024-08-01,208.87,208.87,Paid
PM0012181,P00629,2026-05-01,489.53,489.53,Paid
PM0010105,P00519,2025-08-01,429.63,429.63,Paid
PM0000911,P00042,2026-02-01,284.88,284.88,Paid
PM0010018,P00515,2024-06-01,87.15,87.15,Paid
PM0010762,P00549,2026-05-01,54.97,54.97,Paid
PM0007567,P00390,2026-03-01,351.42,351.42,Paid
PM0009589,P00492,2025-01-01,836.82,836.82,Paid
PM0004427,P00229,2025-11-01,486.41,486.41,Paid
PM0006659,P00340,2026-01-01,163.98,0.0,Missed
PM0006674,P00341,2024-01-01,207.83,207.83,Paid
PM0000729,P00034,2024-01-01,68.03,68.03,Paid
PM0011266,P00585,2024-03-01,64.64,64.64,Paid
PM0013337,P00684,2025-01-01,128.15,128.15,Paid
PM0001225,P00056,2024-11-01,259.01,259.01,Paid
PM0004081,P00210,2024-02-01,422.89,422.89,Paid
PM0004796,P00252,2025-02-01,228.86,228.86,Paid
PM0012310,P00634,2024-11-01,347.04,347.04,Paid
PM0009397,P00484,2025-08-01,109.09,109.09,Paid
PM0012104,P00625,2026-06-01,177.27,177.27,Paid
PM0004584,P00239,2024-12-01,151.43,151.43,Paid
PM0002669,P00133,2026-01-01,144.56,144.56,Paid
PM0000925,P00043,2025-03-01,536.29,536.29,Paid
PM0002885,P00144,2023-02-01,499.74,499.74,Paid
PM0001294,P00059,2025-02-01,134.5,134.5,Paid
PM0010988,P00566,2025-11-01,572.96,572.96,Paid
PM0009991,P00514,2025-06-01,208.68,208.68,Paid
PM0001273,P00058,2025-12-01,375.89,375.89,Paid
PM0005282,P00278,2023-09-01,317.71,317.71,Paid
PM0000386,P00019,2025-03-01,266.55,193.51,Partial
PM0012353,P00635,2026-04-01,102.05,102.05,Paid
PM0007382,P00381,2024-09-01,137.11,0.0,Missed
PM0003392,P00167,2026-05-01,379.76,379.76,Paid
PM0002685,P00134,2025-11-01,195.27,195.27,Paid
PM0000189,P00011,2026-04-01,150.23,150.23,Paid
PM0008325,P00430,2025-11-01,323.55,323.55,Paid
PM0006833,P00348,2025-09-01,467.75,467.75,Paid
PM0002794,P00139,2025-04-01,560.94,560.94,Paid
PM0014162,P00728,2024-11-01,147.25,147.25,Paid
PM0001741,P00080,2025-01-01,493.08,493.08,Paid
PM0009713,P00501,2025-02-01,518.28,518.28,Paid
PM0004009,P00205,2026-03-01,590.84,590.84,Paid
PM0010938,P00562,2025-11-01,285.53,285.53,Paid
PM0003019,P00150,2025-10-01,66.26,66.26,Paid
PM0013916,P00713,2024-10-01,694.25,694.25,Paid
PM0012750,P00655,2024-08-01,156.78,156.78,Paid
PM0011221,P00581,2026-05-01,101.16,101.16,Paid
PM0009623,P00494,2026-04-01,666.1,666.1,Paid
PM0012081,P00625,2024-07-01,177.27,177.27,Paid
PM0007432,P00384,2025-06-01,545.23,545.23,Paid
PM0011883,P00616,2024-10-01,648.72,648.72,Paid
PM0002331,P00117,2024-07-01,55.81,55.81,Paid
PM0008826,P00452,2025-10-01,196.49,196.49,Paid
PM0010834,P00554,2024-10-01,46.23,46.23,Paid
PM0001380,P00065,2026-07-01,174.21,174.21,Paid
PM0006493,P00332,2025-12-01,122.94,122.94,Paid
PM0001812,P00085,2023-07-01,176.78,176.78,Paid
PM0000896,P00041,2025-09-01,444.37,444.37,Paid
PM0013857,P00710,2025-10-01,153.73,153.73,Paid
PM0012447,P00639,2025-06-01,117.84,117.84,Paid
PM0010650,P00544,2025-07-01,524.96,524.96,Paid
PM0002667,P00133,2025-11-01,144.56,144.56,Paid
PM0007134,P00367,2026-07-01,613.85,613.85,Paid
PM0008098,P00418,2025-02-01,476.51,476.51,Paid
PM0013847,P00709,2026-02-01,262.63,262.63,Paid
PM0012243,P00632,2024-01-01,213.13,213.13,Paid
PM0012693,P00652,2024-06-01,687.04,687.04,Paid
PM0006259,P00322,2025-09-01,105.73,105.73,Paid
PM0000560,P00026,2025-02-01,945.63,945.63,Paid
PM0008595,P00443,2026-03-01,112.5,112.5,Paid
PM0002309,P00116,2024-10-01,303.7,303.7,Paid
PM0003940,P00200,2024-06-01,352.42,352.42,Paid
PM0010428,P00535,2024-08-01,145.59,145.59,Paid
PM0000924,P00043,2025-02-01,536.29,536.29,Paid
PM0011324,P00588,2025-12-01,743.35,743.35,Paid
PM0004038,P00207,2025-09-01,95.37,95.37,Paid
PM0003201,P00160,2024-09-01,411.19,411.19,Paid
PM0000525,P00025,2025-04-01,170.93,115.97,Partial
PM0011902,P00617,2023-04-01,332.67,332.67,Paid
PM0014046,P00721,2026-01-01,248.01,248.01,Paid
PM0004049,P00208,2025-06-01,180.53,180.53,Paid
PM0003959,P00200,2026-01-01,352.42,352.42,Paid
PM0002958,P00148,2024-10-01,62.38,62.38,Paid
PM0007452,P00385,2025-02-01,183.7,0.0,Missed
PM0000378,P00018,2026-02-01,131.65,131.65,Paid
PM0013299,P00683,2024-10-01,256.4,256.4,Paid
PM0005642,P00300,2026-06-01,297.62,297.62,Paid
PM0004628,P00241,2026-04-01,232.67,232.67,Paid
PM0014433,P00741,2026-07-01,710.9,710.9,Paid
PM0008076,P00418,2023-04-01,476.51,476.51,Paid
PM0008310,P00430,2024-08-01,323.55,323.55,Paid
PM0010548,P00540,2025-12-01,203.54,203.54,Paid
PM0003219,P00161,2026-01-01,357.99,357.99,Paid
PM0010708,P00548,2025-03-01,679.35,679.35,Paid
PM0005451,P00287,2025-07-01,183.69,183.69,Paid
PM0003075,P00153,2026-05-01,821.41,821.41,Paid
PM0010155,P00522,2025-07-01,478.26,478.26,Paid
PM0014571,P00750,2023-10-01,685.98,685.98,Paid
PM0004531,P00234,2026-04-01,101.87,101.87,Paid
PM0014262,P00734,2025-10-01,137.75,137.75,Paid
PM0013402,P00687,2023-05-01,157.79,157.79,Paid
PM0014515,P00747,2025-01-01,149.96,149.96,Paid
PM0010188,P00524,2024-11-01,189.03,189.03,Paid
PM0001757,P00081,2024-12-01,316.18,181.76,Partial
PM0006231,P00322,2023-05-01,105.73,105.73,Paid
PM0007338,P00379,2024-09-01,273.9,0.0,Missed
PM0010477,P00537,2023-11-01,570.54,570.54,Paid
PM0007297,P00378,2023-10-01,521.31,521.31,Paid
PM0008518,P00440,2026-02-01,373.63,373.63,Paid
PM0001194,P00055,2024-06-01,480.85,194.11,Partial
PM0009474,P00487,2024-03-01,378.75,378.75,Paid
PM0003290,P00163,2025-12-01,505.44,505.44,Paid
PM0007719,P00399,2025-12-01,87.55,87.55,Paid
PM0012437,P00639,2024-08-01,117.84,0.0,Missed
PM0001062,P00049,2024-01-01,64.0,0.0,Missed
PM0004124,P00211,2024-03-01,481.39,481.39,Paid
PM0005934,P00311,2025-01-01,179.72,179.72,Paid
PM0010002,P00514,2026-05-01,208.68,208.68,Paid
PM0006268,P00322,2026-06-01,105.73,105.73,Paid
PM0005853,P00307,2024-11-01,191.08,191.08,Paid
PM0002483,P00127,2024-04-01,117.63,117.63,Paid
PM0004355,P00226,2024-07-01,719.63,0.0,Missed
PM0013961,P00715,2025-12-01,259.73,259.73,Paid
PM0006544,P00334,2026-06-01,525.35,525.35,Paid
PM0010561,P00541,2025-06-01,116.95,116.95,Paid
PM0010089,P00519,2024-04-01,429.63,429.63,Paid
PM0011818,P00613,2023-12-01,192.22,192.22,Paid
PM0006638,P00340,2024-04-01,163.98,163.98,Paid
PM0013155,P00674,2026-02-01,176.2,138.84,Partial
PM0006024,P00314,2026-04-01,212.52,212.52,Paid
PM0014275,P00735,2025-06-01,209.61,209.61,Paid
PM0011484,P00594,2025-05-01,182.88,182.88,Paid
PM0006892,P00351,2024-08-01,467.05,467.05,Paid
PM0012879,P00661,2025-03-01,413.69,413.69,Paid
PM0002996,P00149,2025-04-01,166.92,166.92,Paid
PM0013230,P00679,2023-06-01,445.32,445.32,Paid
PM0002681,P00134,2025-07-01,195.27,195.27,Paid
PM0002259,P00113,2023-11-01,16.19,16.19,Paid
PM0000470,P00022,2025-12-01,619.12,619.12,Paid
PM0014154,P00728,2024-03-01,147.25,147.25,Paid
PM0013761,P00705,2026-07-01,165.8,165.8,Paid
PM0003136,P00156,2025-12-01,231.94,231.94,Paid
PM0013124,P00674,2023-07-01,176.2,176.2,Paid
PM0003383,P00167,2025-08-01,379.76,379.76,Paid
PM0002526,P00129,2024-07-01,578.23,578.23,Paid
PM0000901,P00041,2026-02-01,444.37,444.37,Paid
PM0006678,P00341,2024-05-01,207.83,207.83,Paid
PM0002229,P00110,2024-07-01,107.57,107.57,Paid
PM0011916,P00617,2024-06-01,332.67,332.67,Paid
PM0012572,P00646,2025-06-01,72.97,72.97,Paid
PM0013690,P00701,2026-02-01,331.54,331.54,Paid
PM0011549,P00596,2025-05-01,174.96,174.96,Paid
PM0000745,P00034,2025-05-01,68.03,68.03,Paid
PM0002479,P00126,2026-06-01,184.68,184.68,Paid
PM0013552,P00695,2025-12-01,547.06,547.06,Paid
PM0007827,P00404,2026-03-01,661.28,661.28,Paid
PM0004281,P00222,2026-04-01,42.17,42.17,Paid
PM0012260,P00632,2025-06-01,213.13,213.13,Paid
PM0006560,P00335,2025-06-01,77.12,77.12,Paid
PM0005910,P00310,2026-05-01,213.81,213.81,Paid
PM0012994,P00668,2023-01-01,75.59,75.59,Paid
PM0010767,P00550,2024-09-01,158.06,158.06,Paid
PM0008964,P00462,2026-06-01,119.01,0.0,Missed
PM0007170,P00370,2024-10-01,138.19,138.19,Paid
PM0007117,P00365,2026-06-01,75.89,75.89,Paid
PM0003350,P00166,2026-01-01,263.35,263.35,Paid
PM0007590,P00392,2025-07-01,138.49,138.49,Paid
PM0013326,P00684,2024-02-01,128.15,128.15,Paid
PM0004582,P00239,2024-10-01,151.43,151.43,Paid
PM0010955,P00563,2024-06-01,142.21,142.21,Paid
PM0002383,P00119,2025-02-01,67.83,67.83,Paid
PM0005281,P00278,2023-08-01,317.71,317.71,Paid
PM0004391,P00228,2026-03-01,96.21,96.21,Paid
PM0010390,P00533,2025-09-01,513.85,513.85,Paid
PM0005316,P00281,2025-10-01,44.33,44.33,Paid
PM0013180,P00676,2024-08-01,349.53,349.53,Paid
